methylation	32.541984732824424
event	28.203053435114505
relevance	26.03358778625954
inhibitor	26.03358778625954
frequent	26.03358778625954
immunoexpression	23.864122137404582
stimulates	21.69465648854962
performed	19.525190839694655
hyperstimulation	17.355725190839696
study	17.355725190839696
p53	15.186259541984732
mechanism	15.186259541984732
protects	15.186259541984732
influence	15.186259541984732
shown	15.186259541984732
over-expressed	15.186259541984732
correlates	15.186259541984732
importance	15.186259541984732
methylated	15.186259541984732
increase	15.186259541984732
phosphorylation	13.01679389312977
factor	2.169465648854962
positive	1.5874138894060696
receptor	1.5353141514973578
analyzed	1.4979643765903308
rate	1.4915076335877864
status	1.4298750867453158
suppression	1.4037718904355636
reduced	1.3559160305343512
pathways	1.3559160305343512
secretion	1.3559160305343512
growth	1.3559160305343512
signaling	1.317175572519084
invasion	1.3016793893129772
assessed	1.285609273395533
factors	1.251614797416324
expressions	1.2222341683689926
targets	1.220324427480916
polymorphisms	1.193206106870229
transfected	1.1833448993754336
overexpression	1.1485406376290974
association	1.1299300254452926
sensitizes	1.084732824427481
inhibited	1.084732824427481
polymorphism	1.084732824427481
correlation	1.0569191622626737
activation	1.0375705277132428
plays	1.0304961832061068
play	1.0295769181006598
induction	1.027641623141824
decrease	1.0209250112258643
expression	1.0
function	0.9705504218561671
downregulation	0.9642069550466498
analysed	0.9642069550466498
role	0.9561718970879275
decreased	0.9456645136034448
significance	0.9390224450267745
increases	0.9297709923664123
express	0.9240316652530394
correlated	0.8987786259541984
activity	0.8933093848226313
expressed	0.8910305343511449
effects	0.8886967718201049
determined	0.8677862595419847
level	0.8677862595419847
induces	0.8535602552871981
genes	0.8522900763358779
enhances	0.8522900763358779
mrna	0.8489213408562895
therapy	0.8397931543954691
detection	0.8135496183206107
receptors	0.8135496183206107
line	0.8024051030011503
involved	0.7969465648854962
down-regulation	0.7888965995836226
common	0.7888965995836226
target	0.7860382785706385
detected	0.7847003410751988
enhanced	0.7834181509754029
levels	0.7625349557856549
pathway	0.7622446874355271
analysis	0.7612160171420919
examined	0.7567903426238239
tumors	0.7509688784497944
effect	0.7429676879640281
related	0.7421856167135397
induced	0.7421856167135397
inhibition	0.7421856167135397
cells	0.7342806811509102
investigated	0.7231552162849874
down-regulated	0.7231552162849874
regulates	0.7231552162849872
found	0.7149375433726579
value	0.712824427480916
biomarkers	0.7036104807097173
carcinoma	0.686539762295874
observed	0.6835302729269058
increased	0.6818320610687023
reported	0.6675278919553729
overexpressed	0.6641221374045801
results	0.6602721539993363
targeting	0.6558849636073141
associated	0.6474321569881301
gene	0.6436876100998238
inhibits	0.6380781320161653
regulation	0.6349655557624279
suggest	0.6327608142493638
markers	0.6198473282442748
involvement	0.6074503816793894
contribute	0.6074503816793894
upregulated	0.6074503816793894
loss	0.6054322740990591
protein	0.6054322740990591
mutation	0.6054322740990591
mutations	0.5961890332731192
alterations	0.5785241730279899
carcinomas	0.5504614332915575
sensitivity	0.5423664122137405
downregulated	0.5423664122137405
patients	0.5423664122137405
promotes	0.5236641221374047
cancer	0.49336757746545856
treatment	0.48812977099236643
evaluated	0.48210347752332483
up-regulated	0.4772824427480917
studied	0.4762241668218209
cancers	0.4728322568017224
relationship	0.4648854961832061
elevated	0.45488795863087905
identified	0.44885496183206114
presence	0.44665469241131567
frequency	0.44665469241131567
lower	0.43389312977099237
demonstrated	0.43389312977099237
lines	0.37309281859289156
marker	0.3642168607566724
breast	0.31555863983344895
