amplification	252.77557755775575
testing	209.1023102310231
alpha	189.25082508250824
brca1	133.66666666666666
subtypes	82.05280528052805
xenografts	70.59875424162135
tumours	60.87788778877888
compared	54.489146097708364
receptor-2	54.26072607260726
negative	51.10733045135499
assessment	50.290429042904286
receptor-alpha	50.290429042904286
oncogene	48.96699669966996
transcription	47.64356435643565
treated	47.04950827074659
hr	46.320132013201324
alterations	43.43892253680802
samples	42.34983498349835
activated	39.28720618540727
tissues	38.37953795379538
frequent	38.287108913020106
d1	37.056105610561055
distribution	37.056105610561055
subtype	37.056105610561055
methylation	32.541984732824424
event	28.203053435114505
inhibitor	28.005446599045104
relevance	26.03358778625954
mechanism	25.397527147618536
pattern	24.507042253521124
immunoexpression	23.864122137404582
stimulates	21.69465648854962
performed	20.754156714149303
inhibitors	20.422535211267608
study	18.37035665398601
factors	18.356632165350298
increase	17.399180854557944
hyperstimulation	17.355725190839696
up-regulation	16.338028169014084
overexpress	16.338028169014084
influence	15.928897186030827
correlates	15.880519131878147
over-expressed	15.696822922266422
studied	15.604480449969447
protects	15.186259541984732
importance	15.186259541984732
methylated	15.186259541984732
p53	15.186259541984732
shown	15.186259541984732
phosphorylation	14.578444058146273
mrna	14.315588782248316
incidence	14.295774647887326
occur	14.295774647887326
mutated	14.295774647887326
mediated	14.295774647887326
down-regulation	13.751399338791144
rate	13.74502876034835
regulator	13.145399445027172
implicated	12.915237298377724
molecules	12.253521126760562
restoration	12.253521126760562
investigate	12.253521126760562
adenocarcinomas	10.211267605633804
exposed	10.211267605633804
codon	10.211267605633804
characterized	10.211267605633804
over-expression	10.211267605633804
potential	10.211267605633804
uptake	10.211267605633804
studies	10.211267605633804
included	10.211267605633804
rates	10.211267605633804
efficacy	10.211267605633804
variants	9.022279674223908
contribution	8.169014084507042
distinguish	8.169014084507042
alpha-2	8.169014084507042
occurred	8.169014084507042
controlled	8.169014084507042
resulted	8.169014084507042
atm	8.169014084507042
signal	8.169014084507042
sensitize	8.169014084507042
affects	8.169014084507042
localization	8.169014084507042
tissue	8.169014084507042
revealed	8.169014084507042
drives	8.169014084507042
caused	8.169014084507042
findings	8.169014084507042
inducing	8.169014084507042
accumulation	8.169014084507042
differentiation	8.169014084507042
discriminate	8.169014084507042
receptor	6.580557461483464
functions	6.126760563380281
mutation	5.7780947985674675
status	4.911770391845959
detection	4.505726441636745
factor	4.474582745810398
mutations	4.1918428835985635
cancer	3.958813743773513
patients	3.958465413521138
therapy	3.630978863008254
signaling	3.622585132416307
determined	3.5771063356449364
analyzed	3.533024162182053
polymorphism	3.4512077228514997
positive	3.440135874187739
lines	3.3948199428898285
pathway	3.361749361629924
activation	3.3316530673919242
proteins	3.2959643278985076
overexpression	3.2925113542126545
sensitizes	3.2728615970632955
line	3.2461111745833895
significance	3.229815586064159
cells	3.2176182499203283
evaluation	3.115494425647161
detected	3.069237096633054
cancers	3.03868597288744
lower	2.9401722083830792
carcinoma	2.880345527848955
analysis	2.8310907825089924
tumors	2.8257866138613457
targeting	2.8184833830736737
correlation	2.773351603628876
expression	2.7147048038137145
reported	2.703380142858743
invasion	2.6631817367308175
level	2.658539710552845
association	2.6562995646042946
target	2.5965350967168983
polymorphisms	2.5695192441453347
growth	2.565865217143405
treatment	2.5313729956284767
found	2.494019523224128
induction	2.485023633016499
reduced	2.4506415094653704
function	2.4431582164266055
express	2.430213744968871
involved	2.3954714324627973
overexpressed	2.377482348715985
play	2.366348341721895
role	2.352071562450495
expressed	2.344695845375509
evaluated	2.336496458068864
decreased	2.3215700313531107
activity	2.321216037207571
examined	2.2969617801746534
effects	2.285186717538842
enhanced	2.2810707331350275
plays	2.2770239233947804
prevalence	2.2691705790297343
induces	2.266042249718418
inhibited	2.2584291132235377
genes	2.245171918837061
regulates	2.23361830543921
value	2.197198224002717
observed	2.187859194086721
targets	2.1813849080111565
induced	2.1578755074294746
downregulated	2.1296342257738337
increases	2.1210855463570226
gene	2.1192972099598766
receptors	2.108211693223753
relationship	2.1061500399563107
marker	2.0912718981213976
increased	2.083084477897747
investigated	2.04382736117139
stained	2.0422535211267605
transfected	2.0342838665115837
levels	1.9913293013979825
suppression	1.987272896471781
correlated	1.9385116824126072
presence	1.926979573490973
loss	1.9170741711067203
associated	1.9164889660856
carcinomas	1.9056561527635045
regulation	1.8616327382051558
effect	1.851844113388625
results	1.8503366317993801
inhibits	1.7967085219487933
up-regulated	1.7886529864551444
down-regulated	1.7876329156781412
production	1.7018779342723005
using	1.6709346991037133
impact	1.6626525896569668
women	1.6598981932091512
suppresses	1.6520989246812006
er	1.636243624362436
inhibition	1.6344707892153076
progression	1.6290332430094707
interaction	1.614938710109619
expressions	1.5935529903920398
produce	1.588419405320814
measured	1.5791654205826955
promotes	1.5712989842589067
amplified	1.5493842067133543
common	1.5096919599813026
markers	1.494871558142302
identified	1.423002085668756
related	1.4039017883307015
upregulated	1.3964646169224693
elevated	1.3637676342474114
silencing	1.3615023474178405
migration	1.3615023474178403
regulate	1.3615023474178403
pathways	1.3559160305343512
secretion	1.3559160305343512
assessed	1.285609273395533
strategy	1.2253521126760563
demonstrated	1.2118944711526154
contribute	1.1974141973380636
model	1.175926848218021
upregulation	1.1670020120724347
knockdown	1.1048531412497389
involvement	1.0879806219445096
proliferation	1.044815007816571
profile	1.0211267605633803
patterns	1.0211267605633803
decrease	1.0209250112258643
protein	1.012533171563051
p-glycoprotein	0.975160673962133
downregulation	0.9642069550466498
analysed	0.9642069550466498
response	0.9453088165959453
linked	0.9076682316118937
contributes	0.8934859154929579
enhances	0.8522900763358779
carriers	0.8507779349363508
families	0.8055675132730664
carcinogenesis	0.7854821235102926
resistance	0.7769188186424275
biomarkers	0.7036104807097173
suggest	0.6327608142493638
regulated	0.5746482542991141
promote	0.5446009389671362
sensitivity	0.5423664122137405
adenocarcinoma	0.5327617881200244
risk	0.46686680329840563
frequency	0.44665469241131567
breast	0.31555863983344895
tumor	0.2172610128858256
